Time;GPU Memory Used (%)
29/12/2025 10:21;0%
29/12/2025 10:22;0%
29/12/2025 10:22;11,60%
29/12/2025 10:23;22,80%
29/12/2025 10:23;22,80%
29/12/2025 10:24;22,80%
29/12/2025 10:24;22,80%
29/12/2025 10:25;22,80%
29/12/2025 10:25;22,80%
29/12/2025 10:26;22,80%
29/12/2025 10:26;22,80%
29/12/2025 10:27;22,80%
29/12/2025 10:27;22,80%
29/12/2025 10:28;22,80%
29/12/2025 10:28;22,80%
29/12/2025 10:29;22,80%
29/12/2025 10:29;22,80%
29/12/2025 10:30;22,80%
29/12/2025 10:30;22,80%
29/12/2025 10:31;22,80%
29/12/2025 10:31;22,80%
29/12/2025 10:32;22,80%
29/12/2025 10:32;22,80%
29/12/2025 10:33;22,80%
29/12/2025 10:33;22,80%
29/12/2025 10:34;22,80%
29/12/2025 10:34;22,80%
29/12/2025 10:35;22,80%
29/12/2025 10:35;22,80%
29/12/2025 10:36;22,80%
29/12/2025 10:36;22,80%
29/12/2025 10:37;22,80%
29/12/2025 10:37;22,80%
29/12/2025 10:38;22,80%
29/12/2025 10:38;22,80%
29/12/2025 10:39;22,80%
29/12/2025 10:39;22,80%
29/12/2025 10:40;22,80%
29/12/2025 10:40;22,80%
29/12/2025 10:41;22,80%
29/12/2025 10:41;22,80%
29/12/2025 10:42;22,80%
29/12/2025 10:42;22,80%
29/12/2025 10:43;22,80%
29/12/2025 10:43;22,80%
29/12/2025 10:44;22,80%
29/12/2025 10:44;22,80%
29/12/2025 10:45;22,80%
29/12/2025 10:45;22,80%
29/12/2025 10:46;22,80%
29/12/2025 10:46;22,80%
29/12/2025 10:47;22,80%
29/12/2025 10:47;22,80%
29/12/2025 10:48;22,80%
29/12/2025 10:48;22,80%
29/12/2025 10:49;22,80%
29/12/2025 10:49;22,80%
29/12/2025 10:50;22,80%
29/12/2025 10:50;22,80%
29/12/2025 10:51;22,80%
29/12/2025 10:51;22,80%
29/12/2025 10:52;22,80%
29/12/2025 10:52;22,80%
29/12/2025 10:53;22,80%
29/12/2025 10:53;22,80%
29/12/2025 10:54;22,80%
29/12/2025 10:54;22,80%
29/12/2025 10:55;22,80%
29/12/2025 10:55;22,80%
29/12/2025 10:56;22,80%
29/12/2025 10:56;22,80%
29/12/2025 10:57;22,80%
29/12/2025 10:57;22,80%
29/12/2025 10:58;22,80%
29/12/2025 10:58;22,80%
29/12/2025 10:59;22,80%
29/12/2025 10:59;22,80%
29/12/2025 11:00;22,80%
29/12/2025 11:00;22,80%
29/12/2025 11:01;22,80%
29/12/2025 11:01;22,80%
29/12/2025 11:02;22,80%
29/12/2025 11:02;22,80%
29/12/2025 11:03;22,80%
29/12/2025 11:03;22,80%
29/12/2025 11:04;22,80%
29/12/2025 11:04;22,80%
29/12/2025 11:05;22,80%
29/12/2025 11:05;22,80%
29/12/2025 11:06;22,80%
29/12/2025 11:06;22,80%
29/12/2025 11:07;22,80%
29/12/2025 11:07;22,80%
29/12/2025 11:08;22,80%
29/12/2025 11:08;22,80%
29/12/2025 11:09;22,80%
29/12/2025 11:09;22,80%
29/12/2025 11:10;22,80%
29/12/2025 11:10;22,80%
29/12/2025 11:11;22,80%
29/12/2025 11:11;22,80%
29/12/2025 11:12;22,80%
29/12/2025 11:12;22,80%
29/12/2025 11:13;22,80%
29/12/2025 11:13;22,80%
29/12/2025 11:14;22,80%
29/12/2025 11:14;22,80%
29/12/2025 11:15;22,80%
29/12/2025 11:15;22,80%
29/12/2025 11:16;22,80%
29/12/2025 11:16;22,80%
29/12/2025 11:17;22,80%
29/12/2025 11:17;22,80%
29/12/2025 11:18;22,80%
29/12/2025 11:18;22,80%
29/12/2025 11:19;22,80%
29/12/2025 11:19;22,80%
29/12/2025 11:20;22,80%
29/12/2025 11:20;22,80%
29/12/2025 11:21;22,80%
29/12/2025 11:21;22,80%
29/12/2025 11:22;22,80%
29/12/2025 11:22;22,80%
