Time;Memory Usage
15/12/2025 17:53;8,81%
15/12/2025 17:53;8,80%
15/12/2025 17:54;9,14%
15/12/2025 17:54;9,68%
15/12/2025 17:55;9,68%
15/12/2025 17:55;9,68%
15/12/2025 17:56;9,68%
15/12/2025 17:56;9,67%
15/12/2025 17:57;9,68%
15/12/2025 17:57;9,69%
15/12/2025 17:58;9,72%
15/12/2025 17:58;9,71%
15/12/2025 17:59;9,72%
15/12/2025 17:59;9,72%
15/12/2025 18:00;9,76%
15/12/2025 18:00;9,83%
15/12/2025 18:01;9,76%
15/12/2025 18:01;9,77%
15/12/2025 18:02;9,80%
15/12/2025 18:02;9,79%
15/12/2025 18:03;9,80%
15/12/2025 18:03;9,79%
15/12/2025 18:04;9,80%
15/12/2025 18:04;9,79%
15/12/2025 18:05;9,80%
15/12/2025 18:05;9,83%
15/12/2025 18:06;9,81%
15/12/2025 18:06;9,82%
15/12/2025 18:07;9,85%
15/12/2025 18:07;9,85%
15/12/2025 18:08;9,85%
15/12/2025 18:08;9,84%
15/12/2025 18:09;9,83%
15/12/2025 18:09;9,83%
15/12/2025 18:10;9,84%
15/12/2025 18:10;9,80%
15/12/2025 18:11;9,83%
15/12/2025 18:11;9,81%
15/12/2025 18:12;9,81%
15/12/2025 18:12;9,80%
15/12/2025 18:13;9,81%
15/12/2025 18:13;9,84%
15/12/2025 18:14;9,84%
15/12/2025 18:14;9,86%
15/12/2025 18:15;9,85%
15/12/2025 18:15;9,86%
15/12/2025 18:16;9,88%
15/12/2025 18:16;9,85%
15/12/2025 18:17;9,89%
15/12/2025 18:17;9,86%
15/12/2025 18:18;9,85%
15/12/2025 18:18;9,86%
15/12/2025 18:19;9,86%
15/12/2025 18:19;9,86%
15/12/2025 18:20;9,87%
15/12/2025 18:20;9,89%
;9,75%
