Time;GPU Utilization
15/12/2025 17:53;0%
15/12/2025 17:53;0%
15/12/2025 17:54;0%
15/12/2025 17:54;0%
15/12/2025 17:55;5,67%
15/12/2025 17:55;15,20%
15/12/2025 17:56;12,20%
15/12/2025 17:56;0%
15/12/2025 17:57;15,80%
15/12/2025 17:57;14,50%
15/12/2025 17:58;15%
15/12/2025 17:58;15,20%
15/12/2025 17:59;14,80%
15/12/2025 17:59;14,80%
15/12/2025 18:00;26,80%
15/12/2025 18:00;30,20%
15/12/2025 18:01;0%
15/12/2025 18:01;0%
15/12/2025 18:02;23,30%
15/12/2025 18:02;0%
15/12/2025 18:03;0%
15/12/2025 18:03;0%
15/12/2025 18:04;15,20%
15/12/2025 18:04;42%
15/12/2025 18:05;14,80%
15/12/2025 18:05;14,80%
15/12/2025 18:06;0%
15/12/2025 18:06;2,33%
15/12/2025 18:07;0%
15/12/2025 18:07;14,80%
15/12/2025 18:08;12,30%
15/12/2025 18:08;0%
15/12/2025 18:09;0%
15/12/2025 18:09;14,70%
15/12/2025 18:10;42,50%
15/12/2025 18:10;15%
15/12/2025 18:11;28%
15/12/2025 18:11;2,17%
15/12/2025 18:12;0%
15/12/2025 18:12;0%
15/12/2025 18:13;14,80%
15/12/2025 18:13;0%
15/12/2025 18:14;4,50%
15/12/2025 18:14;14,80%
15/12/2025 18:15;0%
15/12/2025 18:15;25,70%
15/12/2025 18:16;14,80%
15/12/2025 18:16;27%
15/12/2025 18:17;0%
15/12/2025 18:17;15%
15/12/2025 18:18;15,20%
15/12/2025 18:18;26,30%
15/12/2025 18:19;0%
15/12/2025 18:19;0%
15/12/2025 18:20;0%
15/12/2025 18:20;0%
;10%
