Time;CPU Usage
15/12/2025 17:53;1,91%
15/12/2025 17:53;1,63%
15/12/2025 17:54;2,13%
15/12/2025 17:54;2,31%
15/12/2025 17:55;2,38%
15/12/2025 17:55;2,31%
15/12/2025 17:56;2,29%
15/12/2025 17:56;2,30%
15/12/2025 17:57;2,51%
15/12/2025 17:57;2,19%
15/12/2025 17:58;2,58%
15/12/2025 17:58;2,27%
15/12/2025 17:59;2,49%
15/12/2025 17:59;2,17%
15/12/2025 18:00;2,44%
15/12/2025 18:00;2,32%
15/12/2025 18:01;2,43%
15/12/2025 18:01;2,28%
15/12/2025 18:02;2,37%
15/12/2025 18:02;2,23%
15/12/2025 18:03;2,47%
15/12/2025 18:03;2,24%
15/12/2025 18:04;2,37%
15/12/2025 18:04;2,34%
15/12/2025 18:05;2,23%
15/12/2025 18:05;2,31%
15/12/2025 18:06;2,32%
15/12/2025 18:06;2,33%
15/12/2025 18:07;2,28%
15/12/2025 18:07;2,32%
15/12/2025 18:08;2,24%
15/12/2025 18:08;2,27%
15/12/2025 18:09;2,43%
15/12/2025 18:09;2,12%
15/12/2025 18:10;2,23%
15/12/2025 18:10;2,28%
15/12/2025 18:11;2,30%
15/12/2025 18:11;2,20%
15/12/2025 18:12;2,38%
15/12/2025 18:12;2,29%
15/12/2025 18:13;2,54%
15/12/2025 18:13;2,25%
15/12/2025 18:14;2,37%
15/12/2025 18:14;2,29%
15/12/2025 18:15;2,28%
15/12/2025 18:15;2,43%
15/12/2025 18:16;2,37%
15/12/2025 18:16;2,27%
15/12/2025 18:17;2,44%
15/12/2025 18:17;2,25%
15/12/2025 18:18;2,52%
15/12/2025 18:18;2,16%
15/12/2025 18:19;2,37%
15/12/2025 18:19;2,32%
15/12/2025 18:20;2,39%
15/12/2025 18:20;2,35%
;2,31%
