timestamp; index; utilization.gpu [%]; utilization.memory [%]; memory.used [MiB]; power.draw [W]; temperature.gpu
2025/12/11 08:08:13.684;0;0%;0%; 447 MiB; 14.99 W;29
2025/12/11 08:08:13.685;1;0%;0%; 4 MiB; 12.69 W;26
2025/12/11 08:08:14.686;0;6%;0%; 459 MiB; 30.89 W;31
2025/12/11 08:08:14.694;1;4%;0%; 4 MiB; 27.84 W;28
2025/12/11 08:08:15.695;0;0%;0%; 1992 MiB; 57.56 W;31
2025/12/11 08:08:15.696;1;13%;0%; 1883 MiB; 55.33 W;28
2025/12/11 08:08:16.696;0;37%;24%; 2010 MiB; 100.35 W;34
2025/12/11 08:08:16.697;1;44%;34%; 1927 MiB; 131.11 W;33
2025/12/11 08:08:17.698;0;37%;24%; 2010 MiB; 120.45 W;35
2025/12/11 08:08:17.698;1;44%;33%; 1927 MiB; 181.51 W;34
2025/12/11 08:08:18.699;0;37%;25%; 2010 MiB; 114.92 W;35
2025/12/11 08:08:18.700;1;45%;35%; 1927 MiB; 172.44 W;35
2025/12/11 08:08:19.700;0;30%;19%; 2010 MiB; 120.95 W;35
2025/12/11 08:08:19.701;1;45%;34%; 1927 MiB; 179.96 W;34
2025/12/11 08:08:20.702;0;37%;24%; 2010 MiB; 116.03 W;36
2025/12/11 08:08:20.703;1;44%;34%; 1927 MiB; 174.60 W;36
2025/12/11 08:08:21.703;0;37%;23%; 2010 MiB; 121.68 W;37
2025/12/11 08:08:21.704;1;43%;32%; 1927 MiB; 183.54 W;37
2025/12/11 08:08:22.704;0;36%;24%; 2012 MiB; 116.36 W;37
2025/12/11 08:08:22.705;1;44%;34%; 1929 MiB; 174.87 W;38
2025/12/11 08:08:23.705;0;37%;25%; 2012 MiB; 115.99 W;37
2025/12/11 08:08:23.706;1;43%;34%; 1929 MiB; 174.54 W;38
2025/12/11 08:08:24.706;0;37%;24%; 2012 MiB; 121.64 W;37
2025/12/11 08:08:24.707;1;44%;33%; 1929 MiB; 183.58 W;39
2025/12/11 08:08:25.707;0;37%;23%; 2012 MiB; 121.85 W;37
2025/12/11 08:08:25.708;1;44%;32%; 1929 MiB; 180.88 W;38
2025/12/11 08:08:26.709;0;37%;24%; 2012 MiB; 116.64 W;38
2025/12/11 08:08:26.709;1;44%;34%; 1929 MiB; 175.59 W;40
2025/12/11 08:08:27.711;0;37%;24%; 2012 MiB; 122.53 W;38
2025/12/11 08:08:27.711;1;44%;33%; 1929 MiB; 185.19 W;40
2025/12/11 08:08:28.712;0;37%;24%; 2012 MiB; 117.63 W;39
2025/12/11 08:08:28.713;1;44%;34%; 1929 MiB; 176.77 W;41
2025/12/11 08:08:29.713;0;37%;24%; 2012 MiB; 117.61 W;38
2025/12/11 08:08:29.714;1;44%;33%; 1929 MiB; 182.99 W;39
2025/12/11 08:08:30.715;0;37%;24%; 2012 MiB; 117.08 W;39
2025/12/11 08:08:30.715;1;44%;34%; 1929 MiB; 176.60 W;42
2025/12/11 08:08:31.716;0;37%;23%; 2012 MiB; 122.83 W;40
2025/12/11 08:08:31.717;1;44%;32%; 1929 MiB; 184.85 W;42
2025/12/11 08:08:32.717;0;20%;13%; 2012 MiB; 112.13 W;40
2025/12/11 08:08:32.718;1;29%;23%; 1929 MiB; 166.89 W;42
2025/12/11 08:08:33.719;0;36%;24%; 2012 MiB; 122.95 W;40
2025/12/11 08:08:33.719;1;44%;34%; 1929 MiB; 182.91 W;43
2025/12/11 08:08:34.720;0;38%;24%; 2012 MiB; 124.25 W;41
2025/12/11 08:08:34.720;1;46%;34%; 1929 MiB; 187.00 W;44
2025/12/11 08:08:35.721;0;37%;25%; 2012 MiB; 112.95 W;41
2025/12/11 08:08:35.721;1;45%;35%; 1929 MiB; 169.05 W;44
2025/12/11 08:08:36.722;0;21%;13%; 2012 MiB; 117.90 W;41
2025/12/11 08:08:36.723;1;24%;18%; 1929 MiB; 176.74 W;44
2025/12/11 08:08:37.723;0;21%;13%; 2012 MiB; 116.82 W;41
2025/12/11 08:08:37.724;1;40%;31%; 1929 MiB; 174.86 W;44
2025/12/11 08:08:38.724;0;37%;24%; 2012 MiB; 123.40 W;42
2025/12/11 08:08:38.725;1;44%;34%; 1929 MiB; 177.12 W;45
2025/12/11 08:08:39.726;0;37%;24%; 2012 MiB; 118.49 W;42
2025/12/11 08:08:39.726;1;44%;34%; 1929 MiB; 177.96 W;45
2025/12/11 08:08:40.727;0;38%;25%; 2012 MiB; 119.23 W;42
2025/12/11 08:08:40.728;1;45%;35%; 1929 MiB; 179.31 W;46
2025/12/11 08:08:41.728;0;38%;24%; 2012 MiB; 126.38 W;43
2025/12/11 08:08:41.729;1;46%;34%; 1929 MiB; 190.82 W;47
2025/12/11 08:08:42.730;0;39%;24%; 2012 MiB; 127.70 W;43
2025/12/11 08:08:42.730;1;45%;33%; 1929 MiB; 191.51 W;47
2025/12/11 08:08:43.731;0;37%;25%; 2012 MiB; 120.98 W;43
2025/12/11 08:08:43.731;1;44%;34%; 1929 MiB; 180.76 W;47
2025/12/11 08:08:44.732;0;37%;24%; 2012 MiB; 126.34 W;44
2025/12/11 08:08:44.733;1;44%;33%; 1929 MiB; 188.48 W;48
2025/12/11 08:08:45.734;0;21%;13%; 2012 MiB; 121.00 W;44
2025/12/11 08:08:45.734;1;32%;23%; 1929 MiB; 180.26 W;48
2025/12/11 08:08:46.735;0;38%;25%; 2012 MiB; 127.34 W;44
2025/12/11 08:08:46.736;1;46%;35%; 1929 MiB; 187.18 W;48
2025/12/11 08:08:47.736;0;38%;24%; 2012 MiB; 128.96 W;44
2025/12/11 08:08:47.737;1;46%;34%; 1929 MiB; 192.69 W;49
2025/12/11 08:08:48.737;0;36%;24%; 2012 MiB; 121.01 W;44
2025/12/11 08:08:48.738;1;44%;34%; 1929 MiB; 181.71 W;49
2025/12/11 08:08:49.739;0;37%;24%; 2012 MiB; 126.44 W;45
2025/12/11 08:08:49.739;1;44%;33%; 1929 MiB; 189.25 W;49
2025/12/11 08:08:50.740;0;37%;25%; 2012 MiB; 121.52 W;45
2025/12/11 08:08:50.740;1;32%;24%; 1929 MiB; 180.94 W;49
2025/12/11 08:08:51.741;0;36%;24%; 2012 MiB; 126.45 W;45
2025/12/11 08:08:51.742;1;44%;33%; 1929 MiB; 189.19 W;50
2025/12/11 08:08:52.745;0;37%;23%; 2012 MiB; 126.70 W;46
2025/12/11 08:08:52.745;1;44%;32%; 1929 MiB; 189.31 W;50
2025/12/11 08:08:53.746;0;37%;25%; 2012 MiB; 121.89 W;46
2025/12/11 08:08:53.746;1;44%;34%; 1929 MiB; 181.45 W;50
2025/12/11 08:08:54.747;0;36%;24%; 2014 MiB; 127.07 W;46
2025/12/11 08:08:54.748;1;44%;33%; 1931 MiB; 189.88 W;51
2025/12/11 08:08:55.748;0;36%;24%; 2014 MiB; 122.47 W;46
2025/12/11 08:08:55.749;1;45%;34%; 1931 MiB; 182.06 W;51
2025/12/11 08:08:56.749;0;36%;23%; 2014 MiB; 118.15 W;45
2025/12/11 08:08:56.750;1;25%;19%; 1931 MiB; 172.32 W;49
2025/12/11 08:08:57.751;0;36%;24%; 2014 MiB; 121.77 W;47
2025/12/11 08:08:57.751;1;43%;33%; 1931 MiB; 181.34 W;52
2025/12/11 08:08:58.752;0;36%;24%; 2014 MiB; 122.18 W;47
2025/12/11 08:08:58.752;1;44%;34%; 1931 MiB; 182.59 W;52
2025/12/11 08:08:59.753;0;20%;13%; 2014 MiB; 122.42 W;47
2025/12/11 08:08:59.754;1;44%;35%; 1931 MiB; 182.85 W;52
2025/12/11 08:09:00.754;0;37%;24%; 2014 MiB; 128.97 W;47
2025/12/11 08:09:00.755;1;46%;35%; 1931 MiB; 193.16 W;53
2025/12/11 08:09:01.755;0;35%;23%; 2014 MiB; 112.12 W;47
2025/12/11 08:09:01.756;1;25%;18%; 1931 MiB; 166.54 W;52
2025/12/11 08:09:02.756;0;37%;24%; 2014 MiB; 113.85 W;47
2025/12/11 08:09:02.757;1;25%;19%; 1931 MiB; 170.05 W;51
2025/12/11 08:09:03.758;0;38%;25%; 2014 MiB; 118.89 W;47
2025/12/11 08:09:03.758;1;25%;19%; 1931 MiB; 176.79 W;52
2025/12/11 08:09:04.759;0;37%;24%; 2014 MiB; 123.00 W;48
2025/12/11 08:09:04.760;1;44%;34%; 1931 MiB; 186.36 W;53
2025/12/11 08:09:05.760;0;37%;23%; 2014 MiB; 128.89 W;48
2025/12/11 08:09:05.761;1;45%;33%; 1931 MiB; 192.70 W;54
2025/12/11 08:09:06.761;0;36%;24%; 2014 MiB; 122.74 W;48
2025/12/11 08:09:06.762;1;44%;34%; 1931 MiB; 183.85 W;54
2025/12/11 08:09:07.763;0;36%;23%; 2014 MiB; 128.99 W;49
2025/12/11 08:09:07.763;1;45%;33%; 1931 MiB; 192.95 W;54
2025/12/11 08:09:08.764;0;35%;22%; 2014 MiB; 123.72 W;48
2025/12/11 08:09:08.765;1;24%;18%; 1931 MiB; 184.40 W;54
2025/12/11 08:09:09.765;0;38%;25%; 2014 MiB; 125.11 W;49
2025/12/11 08:09:09.766;1;46%;35%; 1931 MiB; 189.94 W;55
2025/12/11 08:09:10.767;0;39%;24%; 2014 MiB; 132.01 W;49
2025/12/11 08:09:10.767;1;45%;33%; 1931 MiB; 197.42 W;55
2025/12/11 08:09:11.768;0;21%;13%; 2014 MiB; 125.95 W;49
2025/12/11 08:09:11.769;1;37%;29%; 1931 MiB; 187.97 W;55
2025/12/11 08:09:12.769;0;37%;24%; 2014 MiB; 129.33 W;50
2025/12/11 08:09:12.770;1;44%;34%; 1931 MiB; 193.40 W;56
2025/12/11 08:09:13.770;0;36%;24%; 2014 MiB; 124.11 W;50
2025/12/11 08:09:13.771;1;44%;34%; 1931 MiB; 185.66 W;56
2025/12/11 08:09:14.771;0;37%;24%; 2014 MiB; 129.92 W;50
