timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], temperature.gpu
2025/12/18 09:53:28.993, 0, 0 %, 0 %, 447 MiB, 15.36 W, 30
2025/12/18 09:53:28.993, 1, 0 %, 0 %, 4 MiB, 13.12 W, 26
2025/12/18 09:53:29.994, 0, 5 %, 0 %, 447 MiB, 32.42 W, 31
2025/12/18 09:53:29.996, 1, 4 %, 0 %, 207 MiB, 28.28 W, 28
2025/12/18 09:53:30.996, 0, 0 %, 0 %, 1966 MiB, 57.60 W, 32
2025/12/18 09:53:30.997, 1, 15 %, 1 %, 1883 MiB, 56.22 W, 28
2025/12/18 09:53:31.997, 0, 37 %, 25 %, 2010 MiB, 96.66 W, 34
2025/12/18 09:53:31.998, 1, 43 %, 34 %, 1927 MiB, 120.65 W, 33
2025/12/18 09:53:32.998, 0, 37 %, 24 %, 2010 MiB, 119.81 W, 35
2025/12/18 09:53:32.999, 1, 43 %, 33 %, 1927 MiB, 181.64 W, 35
2025/12/18 09:53:34.000, 0, 36 %, 24 %, 2010 MiB, 119.50 W, 35
2025/12/18 09:53:34.000, 1, 44 %, 34 %, 1927 MiB, 181.14 W, 35
2025/12/18 09:53:35.001, 0, 37 %, 24 %, 2010 MiB, 120.24 W, 36
2025/12/18 09:53:35.001, 1, 44 %, 33 %, 1927 MiB, 182.10 W, 36
2025/12/18 09:53:36.002, 0, 38 %, 25 %, 2010 MiB, 121.86 W, 36
2025/12/18 09:53:36.002, 1, 45 %, 35 %, 1927 MiB, 183.75 W, 37
2025/12/18 09:53:37.003, 0, 38 %, 24 %, 2010 MiB, 123.75 W, 37
2025/12/18 09:53:37.004, 1, 45 %, 34 %, 1927 MiB, 186.35 W, 37
2025/12/18 09:53:38.005, 0, 36 %, 24 %, 2010 MiB, 121.58 W, 37
2025/12/18 09:53:38.006, 1, 43 %, 33 %, 1927 MiB, 182.69 W, 38
2025/12/18 09:53:39.006, 0, 38 %, 24 %, 2010 MiB, 122.98 W, 37
2025/12/18 09:53:39.007, 1, 45 %, 34 %, 1927 MiB, 185.32 W, 39
2025/12/18 09:53:40.008, 0, 37 %, 24 %, 2010 MiB, 122.11 W, 38
2025/12/18 09:53:40.008, 1, 43 %, 33 %, 1927 MiB, 183.68 W, 39
2025/12/18 09:53:41.009, 0, 33 %, 20 %, 2010 MiB, 120.88 W, 38
2025/12/18 09:53:41.010, 1, 40 %, 30 %, 1927 MiB, 181.62 W, 39
2025/12/18 09:53:42.010, 0, 37 %, 24 %, 2010 MiB, 121.15 W, 38
2025/12/18 09:53:42.011, 1, 46 %, 35 %, 1927 MiB, 184.96 W, 40
2025/12/18 09:53:43.011, 0, 36 %, 24 %, 2010 MiB, 124.22 W, 39
2025/12/18 09:53:43.012, 1, 43 %, 33 %, 1927 MiB, 187.75 W, 41
2025/12/18 09:53:44.012, 0, 37 %, 24 %, 2010 MiB, 122.37 W, 39
2025/12/18 09:53:44.013, 1, 43 %, 33 %, 1927 MiB, 185.62 W, 41
2025/12/18 09:53:45.013, 0, 37 %, 24 %, 2010 MiB, 122.66 W, 39
2025/12/18 09:53:45.014, 1, 44 %, 34 %, 1927 MiB, 185.96 W, 41
2025/12/18 09:53:46.015, 0, 37 %, 24 %, 2010 MiB, 121.92 W, 40
2025/12/18 09:53:46.015, 1, 43 %, 34 %, 1927 MiB, 184.82 W, 42
2025/12/18 09:53:47.016, 0, 36 %, 24 %, 2010 MiB, 122.42 W, 40
2025/12/18 09:53:47.016, 1, 44 %, 34 %, 1927 MiB, 185.91 W, 42
2025/12/18 09:53:48.017, 0, 38 %, 25 %, 2010 MiB, 123.99 W, 40
2025/12/18 09:53:48.018, 1, 45 %, 34 %, 1927 MiB, 188.52 W, 43
2025/12/18 09:53:49.018, 0, 37 %, 24 %, 2010 MiB, 123.39 W, 41
2025/12/18 09:53:49.019, 1, 44 %, 34 %, 1927 MiB, 186.75 W, 43
2025/12/18 09:53:50.019, 0, 36 %, 24 %, 2010 MiB, 123.83 W, 41
2025/12/18 09:53:50.020, 1, 44 %, 34 %, 1927 MiB, 187.07 W, 44
2025/12/18 09:53:51.021, 0, 36 %, 24 %, 2010 MiB, 123.82 W, 41
2025/12/18 09:53:51.022, 1, 43 %, 33 %, 1927 MiB, 187.21 W, 44
2025/12/18 09:53:52.023, 0, 37 %, 24 %, 2010 MiB, 124.23 W, 41
2025/12/18 09:53:52.023, 1, 44 %, 34 %, 1927 MiB, 187.99 W, 45
2025/12/18 09:53:53.024, 0, 36 %, 24 %, 2010 MiB, 124.01 W, 42
2025/12/18 09:53:53.025, 1, 43 %, 34 %, 1927 MiB, 187.30 W, 45
2025/12/18 09:53:54.025, 0, 37 %, 24 %, 2010 MiB, 124.34 W, 42
2025/12/18 09:53:54.026, 1, 44 %, 33 %, 1927 MiB, 188.02 W, 46
2025/12/18 09:53:55.026, 0, 37 %, 24 %, 2010 MiB, 124.50 W, 42
2025/12/18 09:53:55.027, 1, 44 %, 34 %, 1927 MiB, 188.67 W, 46
2025/12/18 09:53:56.027, 0, 36 %, 24 %, 2012 MiB, 124.38 W, 43
2025/12/18 09:53:56.028, 1, 44 %, 34 %, 1929 MiB, 188.77 W, 47
2025/12/18 09:53:57.029, 0, 37 %, 24 %, 2012 MiB, 125.02 W, 43
2025/12/18 09:53:57.029, 1, 44 %, 33 %, 1929 MiB, 189.07 W, 47
2025/12/18 09:53:58.030, 0, 36 %, 24 %, 2012 MiB, 124.97 W, 43
