"Time","GPU Temperature"
2025-12-15 21:41:00,43.5 °C
2025-12-15 21:41:30,43.5 °C
2025-12-15 21:42:00,63.2 °C
2025-12-15 21:42:30,72.2 °C
2025-12-15 21:43:00,78 °C
2025-12-15 21:43:30,80.5 °C
2025-12-15 21:44:00,81.8 °C
2025-12-15 21:44:30,82.3 °C
2025-12-15 21:45:00,83.2 °C
2025-12-15 21:45:30,83.5 °C
2025-12-15 21:46:00,83.8 °C
2025-12-15 21:46:30,84 °C
2025-12-15 21:47:00,84.2 °C
2025-12-15 21:47:30,84.3 °C
2025-12-15 21:48:00,83.7 °C
2025-12-15 21:48:30,84.2 °C
2025-12-15 21:49:00,84.2 °C
2025-12-15 21:49:30,84.3 °C
2025-12-15 21:50:00,84.2 °C
2025-12-15 21:50:30,84.3 °C
2025-12-15 21:51:00,84.5 °C
2025-12-15 21:51:30,84 °C
2025-12-15 21:52:00,84.3 °C
2025-12-15 21:52:30,84.3 °C
2025-12-15 21:53:00,84.7 °C
2025-12-15 21:53:30,84.3 °C
2025-12-15 21:54:00,84.3 °C
2025-12-15 21:54:30,84.3 °C
2025-12-15 21:55:00,84.5 °C
2025-12-15 21:55:30,84.5 °C
2025-12-15 21:56:00,84.5 °C
2025-12-15 21:56:30,84.7 °C
2025-12-15 21:57:00,84.5 °C
2025-12-15 21:57:30,84.5 °C
2025-12-15 21:58:00,84.5 °C
2025-12-15 21:58:30,84.5 °C
2025-12-15 21:59:00,84.3 °C
2025-12-15 21:59:30,84.5 °C
2025-12-15 22:00:00,84.7 °C
2025-12-15 22:00:30,84.5 °C
2025-12-15 22:01:00,84.2 °C
2025-12-15 22:01:30,84.5 °C
2025-12-15 22:02:00,84.3 °C
2025-12-15 22:02:30,84.5 °C
2025-12-15 22:03:00,84.5 °C
2025-12-15 22:03:30,84.7 °C
2025-12-15 22:04:00,84.7 °C
2025-12-15 22:04:30,84.5 °C
2025-12-15 22:05:00,84.5 °C
2025-12-15 22:05:30,84.8 °C
2025-12-15 22:06:00,85 °C
2025-12-15 22:06:30,84.8 °C
2025-12-15 22:07:00,84.5 °C
2025-12-15 22:07:30,85 °C
2025-12-15 22:08:00,84.7 °C
2025-12-15 22:08:30,84 °C
2025-12-15 22:09:00,84.5 °C
2025-12-15 22:09:30,84.7 °C
2025-12-15 22:10:00,84.3 °C
2025-12-15 22:10:30,84.5 °C
2025-12-15 22:11:00,84.7 °C
2025-12-15 22:11:30,84.7 °C
2025-12-15 22:12:00,84.7 °C
2025-12-15 22:12:30,84.7 °C
2025-12-15 22:13:00,84.7 °C
2025-12-15 22:13:30,84.7 °C
2025-12-15 22:14:00,84.8 °C
2025-12-15 22:14:30,84.7 °C
2025-12-15 22:15:00,84.3 °C
2025-12-15 22:15:30,84.5 °C
2025-12-15 22:16:00,84.7 °C
2025-12-15 22:16:30,84.3 °C
2025-12-15 22:17:00,84.7 °C
2025-12-15 22:17:30,84.5 °C
2025-12-15 22:18:00,84.5 °C
2025-12-15 22:18:30,84.7 °C
2025-12-15 22:19:00,84.7 °C
2025-12-15 22:19:30,84.5 °C
2025-12-15 22:20:00,84.5 °C
2025-12-15 22:20:30,84.7 °C
2025-12-15 22:21:00,84.5 °C
2025-12-15 22:21:30,84.8 °C
2025-12-15 22:22:00,84.7 °C
2025-12-15 22:22:30,84.7 °C
2025-12-15 22:23:00,84.7 °C
2025-12-15 22:23:30,84.7 °C
2025-12-15 22:24:00,84.8 °C
2025-12-15 22:24:30,84.7 °C
2025-12-15 22:25:00,84.5 °C
2025-12-15 22:25:30,84.7 °C
2025-12-15 22:26:00,84.7 °C
2025-12-15 22:26:30,84.7 °C
2025-12-15 22:27:00,84.7 °C
2025-12-15 22:27:30,84.7 °C
2025-12-15 22:28:00,84.7 °C
2025-12-15 22:28:30,84.8 °C
2025-12-15 22:29:00,85 °C
2025-12-15 22:29:30,84.8 °C
2025-12-15 22:30:00,84.5 °C
2025-12-15 22:30:30,84.7 °C
2025-12-15 22:31:00,84.5 °C
2025-12-15 22:31:30,84.5 °C
2025-12-15 22:32:00,83.2 °C
2025-12-15 22:32:30,82 °C
2025-12-15 22:33:00,83.5 °C
2025-12-15 22:33:30,82.8 °C
2025-12-15 22:34:00,82.8 °C
2025-12-15 22:34:30,82.8 °C
2025-12-15 22:35:00,83.5 °C
2025-12-15 22:35:30,83.3 °C
2025-12-15 22:36:00,83.5 °C
2025-12-15 22:36:30,83.2 °C
2025-12-15 22:37:00,83.2 °C
2025-12-15 22:37:30,83.2 °C
2025-12-15 22:38:00,82.7 °C
2025-12-15 22:38:30,83.3 °C
2025-12-15 22:39:00,84 °C
2025-12-15 22:39:30,83.7 °C
2025-12-15 22:40:00,83.5 °C
2025-12-15 22:40:30,83.8 °C
2025-12-15 22:41:00,83 °C
2025-12-15 22:41:30,83.5 °C
2025-12-15 22:42:00,83.2 °C
2025-12-15 22:42:30,83.3 °C
2025-12-15 22:43:00,83.3 °C
2025-12-15 22:43:30,83.8 °C
2025-12-15 22:44:00,83.2 °C
2025-12-15 22:44:30,83.3 °C
2025-12-15 22:45:00,83.5 °C
2025-12-15 22:45:30,83.5 °C
2025-12-15 22:46:00,83 °C
2025-12-15 22:46:30,84.2 °C
2025-12-15 22:47:00,82.8 °C
2025-12-15 22:47:30,83.3 °C
2025-12-15 22:48:00,83.5 °C
2025-12-15 22:48:30,83.2 °C
2025-12-15 22:49:00,83.2 °C
2025-12-15 22:49:30,83.5 °C
2025-12-15 22:50:00,84 °C
2025-12-15 22:50:30,82.2 °C
2025-12-15 22:51:00,82.2 °C
2025-12-15 22:51:30,81.8 °C
2025-12-15 22:52:00,83.8 °C
2025-12-15 22:52:30,83.3 °C
2025-12-15 22:53:00,83.8 °C
2025-12-15 22:53:30,83.7 °C
2025-12-15 22:54:00,82.3 °C
2025-12-15 22:54:30,83.5 °C
2025-12-15 22:55:00,83.2 °C
2025-12-15 22:55:30,83.2 °C
2025-12-15 22:56:00,83.5 °C
2025-12-15 22:56:30,83.8 °C
2025-12-15 22:57:00,83 °C
2025-12-15 22:57:30,83.2 °C
2025-12-15 22:58:00,83.8 °C
2025-12-15 22:58:30,83.7 °C
2025-12-15 22:59:00,82.7 °C
2025-12-15 22:59:30,84 °C
2025-12-15 23:00:00,84.2 °C
2025-12-15 23:00:30,82.5 °C
2025-12-15 23:01:00,81.8 °C
2025-12-15 23:01:30,79.8 °C
2025-12-15 23:02:00,77.5 °C
2025-12-15 23:02:30,75.5 °C
2025-12-15 23:03:00,74.8 °C
2025-12-15 23:03:30,73.5 °C
2025-12-15 23:04:00,75.8 °C
2025-12-15 23:04:30,72.3 °C
2025-12-15 23:05:00,74.8 °C
2025-12-15 23:05:30,75 °C
2025-12-15 23:06:00,71.7 °C
2025-12-15 23:06:30,74.2 °C
2025-12-15 23:07:00,73 °C
2025-12-15 23:07:30,72.3 °C
2025-12-15 23:08:00,75.3 °C
2025-12-15 23:08:30,74 °C
2025-12-15 23:09:00,74.3 °C
2025-12-15 23:09:30,77 °C
2025-12-15 23:10:00,74.8 °C
2025-12-15 23:10:30,76.7 °C
2025-12-15 23:11:00,75.5 °C
2025-12-15 23:11:30,76.2 °C
2025-12-15 23:12:00,73.3 °C
2025-12-15 23:12:30,74 °C
2025-12-15 23:13:00,76.3 °C
2025-12-15 23:13:30,74.5 °C
2025-12-15 23:14:00,70.8 °C
2025-12-15 23:14:30,71 °C
2025-12-15 23:15:00,65 °C
2025-12-15 23:15:30,64.2 °C
2025-12-15 23:16:00,63.3 °C
2025-12-15 23:16:30,66.3 °C
2025-12-15 23:17:00,64.5 °C
2025-12-15 23:17:30,66.7 °C
2025-12-15 23:18:00,66.8 °C
2025-12-15 23:18:30,65.5 °C
2025-12-15 23:19:00,65.3 °C
2025-12-15 23:19:30,61.7 °C
2025-12-15 23:20:00,57.3 °C
