Time;GPU Utilization
15/12/2025 21:41;0%
15/12/2025 21:41;0%
15/12/2025 21:42;89,70%
15/12/2025 21:42;88,70%
15/12/2025 21:43;91,20%
15/12/2025 21:43;89,30%
15/12/2025 21:44;90,70%
15/12/2025 21:44;88,50%
15/12/2025 21:45;90,30%
15/12/2025 21:45;91,20%
15/12/2025 21:46;91%
15/12/2025 21:46;89,80%
15/12/2025 21:47;91,20%
15/12/2025 21:47;86,20%
15/12/2025 21:48;81%
15/12/2025 21:48;90%
15/12/2025 21:49;90,70%
15/12/2025 21:49;90,70%
15/12/2025 21:50;91,20%
15/12/2025 21:50;77,80%
15/12/2025 21:51;87,80%
15/12/2025 21:51;88,80%
15/12/2025 21:52;87,80%
15/12/2025 21:52;90,80%
15/12/2025 21:53;88,70%
15/12/2025 21:53;91,80%
15/12/2025 21:54;90,20%
15/12/2025 21:54;89,20%
15/12/2025 21:55;90,70%
15/12/2025 21:55;89%
15/12/2025 21:56;90%
15/12/2025 21:56;90,20%
15/12/2025 21:57;88,80%
15/12/2025 21:57;90,50%
15/12/2025 21:58;89,80%
15/12/2025 21:58;89,80%
15/12/2025 21:59;91,50%
15/12/2025 21:59;90,30%
15/12/2025 22:00;89,70%
15/12/2025 22:00;89,70%
15/12/2025 22:01;81,50%
15/12/2025 22:01;90,80%
15/12/2025 22:02;77,50%
15/12/2025 22:02;81,30%
15/12/2025 22:03;90,50%
15/12/2025 22:03;91%
15/12/2025 22:04;90,80%
15/12/2025 22:04;89,80%
15/12/2025 22:05;86,20%
15/12/2025 22:05;89,30%
15/12/2025 22:06;91,30%
15/12/2025 22:06;91,20%
15/12/2025 22:07;88,70%
15/12/2025 22:07;90,80%
15/12/2025 22:08;89,80%
15/12/2025 22:08;83,30%
15/12/2025 22:09;90%
15/12/2025 22:09;86,70%
15/12/2025 22:10;91,70%
15/12/2025 22:10;90,50%
15/12/2025 22:11;87,70%
15/12/2025 22:11;86%
15/12/2025 22:12;90,80%
15/12/2025 22:12;91,30%
15/12/2025 22:13;90,70%
15/12/2025 22:13;91,50%
15/12/2025 22:14;90,80%
15/12/2025 22:14;89,70%
15/12/2025 22:15;88,80%
15/12/2025 22:15;76,20%
15/12/2025 22:16;90,20%
15/12/2025 22:16;83,70%
15/12/2025 22:17;90,20%
15/12/2025 22:17;76,20%
15/12/2025 22:18;91,70%
15/12/2025 22:18;79%
15/12/2025 22:19;89,70%
15/12/2025 22:19;74,50%
15/12/2025 22:20;89,50%
15/12/2025 22:20;83,30%
15/12/2025 22:21;90%
15/12/2025 22:21;91,20%
15/12/2025 22:22;88,80%
15/12/2025 22:22;89,70%
15/12/2025 22:23;90,30%
15/12/2025 22:23;76%
15/12/2025 22:24;73,20%
15/12/2025 22:24;84,30%
15/12/2025 22:25;89,20%
15/12/2025 22:25;89,20%
15/12/2025 22:26;83,80%
15/12/2025 22:26;89,30%
15/12/2025 22:27;90,70%
15/12/2025 22:27;91,30%
15/12/2025 22:28;91%
15/12/2025 22:28;91%
15/12/2025 22:29;73,50%
15/12/2025 22:29;89,80%
15/12/2025 22:30;89,70%
15/12/2025 22:30;90,80%
15/12/2025 22:31;91,20%
15/12/2025 22:31;88,50%
15/12/2025 22:32;58,50%
15/12/2025 22:32;61,20%
15/12/2025 22:33;90,20%
15/12/2025 22:33;73,50%
15/12/2025 22:34;89,30%
15/12/2025 22:34;75,20%
15/12/2025 22:35;89,80%
15/12/2025 22:35;73,50%
15/12/2025 22:36;76%
15/12/2025 22:36;59%
15/12/2025 22:37;74%
15/12/2025 22:37;74,20%
15/12/2025 22:38;55,50%
15/12/2025 22:38;74%
15/12/2025 22:39;74,70%
15/12/2025 22:39;74,30%
15/12/2025 22:40;90,70%
15/12/2025 22:40;90,30%
15/12/2025 22:41;74%
15/12/2025 22:41;82,70%
15/12/2025 22:42;89,50%
15/12/2025 22:42;75%
15/12/2025 22:43;75,50%
15/12/2025 22:43;88%
15/12/2025 22:44;90,20%
15/12/2025 22:44;57,50%
15/12/2025 22:45;76%
15/12/2025 22:45;75,50%
15/12/2025 22:46;83,50%
15/12/2025 22:46;90,70%
15/12/2025 22:47;74,80%
15/12/2025 22:47;74,20%
15/12/2025 22:48;74,20%
15/12/2025 22:48;74,50%
15/12/2025 22:49;76%
15/12/2025 22:49;73,50%
15/12/2025 22:50;89,50%
15/12/2025 22:50;60,80%
15/12/2025 22:51;61%
15/12/2025 22:51;61,20%
15/12/2025 22:52;63,50%
15/12/2025 22:52;90,20%
15/12/2025 22:53;90,20%
15/12/2025 22:53;73,20%
15/12/2025 22:54;64%
15/12/2025 22:54;73,70%
15/12/2025 22:55;58%
15/12/2025 22:55;68%
15/12/2025 22:56;90%
15/12/2025 22:56;90,30%
15/12/2025 22:57;74,20%
15/12/2025 22:57;62,80%
15/12/2025 22:58;91,20%
15/12/2025 22:58;85,80%
15/12/2025 22:59;84%
15/12/2025 22:59;85,50%
15/12/2025 23:00;90,50%
15/12/2025 23:00;82,30%
15/12/2025 23:01;74%
15/12/2025 23:01;54,20%
15/12/2025 23:02;46,50%
15/12/2025 23:02;27,50%
15/12/2025 23:03;57,30%
15/12/2025 23:03;32%
15/12/2025 23:04;51,50%
15/12/2025 23:04;17,30%
15/12/2025 23:05;59,50%
15/12/2025 23:05;43,30%
15/12/2025 23:06;32%
15/12/2025 23:06;31,80%
15/12/2025 23:07;39,30%
15/12/2025 23:07;17,50%
15/12/2025 23:08;61,20%
15/12/2025 23:08;29%
15/12/2025 23:09;55,80%
15/12/2025 23:09;56,80%
15/12/2025 23:10;45,70%
15/12/2025 23:10;60%
15/12/2025 23:11;61%
15/12/2025 23:11;57%
15/12/2025 23:12;31,70%
15/12/2025 23:12;38%
15/12/2025 23:13;76,50%
15/12/2025 23:13;28,70%
15/12/2025 23:14;29,50%
15/12/2025 23:14;29,20%
15/12/2025 23:15;0%
15/12/2025 23:15;14,30%
15/12/2025 23:16;13,80%
15/12/2025 23:16;29,50%
15/12/2025 23:17;29,80%
15/12/2025 23:17;30%
15/12/2025 23:18;39,80%
15/12/2025 23:18;15,30%
15/12/2025 23:19;29,50%
15/12/2025 23:19;0%
15/12/2025 23:20;0%
;74%
