Time;GPU Memory Used (%)
29/12/2025 16:01;0%
29/12/2025 16:01;0%
29/12/2025 16:02;5,79%
29/12/2025 16:02;5,79%
29/12/2025 16:03;5,79%
29/12/2025 16:03;5,79%
29/12/2025 16:04;5,79%
29/12/2025 16:04;5,79%
29/12/2025 16:05;5,79%
29/12/2025 16:05;5,79%
29/12/2025 16:06;5,79%
29/12/2025 16:06;5,79%
29/12/2025 16:07;5,79%
29/12/2025 16:07;5,79%
29/12/2025 16:08;5,79%
29/12/2025 16:08;5,79%
29/12/2025 16:09;5,79%
29/12/2025 16:09;5,79%
29/12/2025 16:10;5,79%
29/12/2025 16:10;5,79%
29/12/2025 16:11;5,79%
29/12/2025 16:11;5,79%
29/12/2025 16:12;5,79%
29/12/2025 16:12;5,79%
29/12/2025 16:13;5,79%
29/12/2025 16:13;5,79%
29/12/2025 16:14;5,79%
29/12/2025 16:14;5,79%
29/12/2025 16:15;5,79%
29/12/2025 16:15;5,79%
29/12/2025 16:16;5,79%
29/12/2025 16:16;5,79%
29/12/2025 16:17;5,79%
29/12/2025 16:17;5,79%
29/12/2025 16:18;5,79%
29/12/2025 16:18;5,79%
29/12/2025 16:19;5,79%
29/12/2025 16:19;5,79%
29/12/2025 16:20;5,79%
29/12/2025 16:20;5,79%
29/12/2025 16:21;5,79%
29/12/2025 16:21;5,79%
29/12/2025 16:22;5,79%
29/12/2025 16:22;5,79%
29/12/2025 16:23;5,79%
29/12/2025 16:23;5,79%
29/12/2025 16:24;5,79%
29/12/2025 16:24;5,79%
29/12/2025 16:25;5,79%
29/12/2025 16:25;5,79%
29/12/2025 16:26;5,79%
29/12/2025 16:26;5,79%
29/12/2025 16:27;5,79%
29/12/2025 16:27;5,79%
29/12/2025 16:28;5,79%
29/12/2025 16:28;5,79%
29/12/2025 16:29;5,79%
29/12/2025 16:29;5,79%
29/12/2025 16:30;5,79%
29/12/2025 16:30;5,79%
29/12/2025 16:31;5,79%
29/12/2025 16:31;5,79%
29/12/2025 16:32;5,79%
29/12/2025 16:32;5,79%
29/12/2025 16:33;5,79%
29/12/2025 16:33;5,79%
29/12/2025 16:34;5,79%
29/12/2025 16:34;5,79%
29/12/2025 16:35;5,79%
29/12/2025 16:35;5,79%
29/12/2025 16:36;5,79%
29/12/2025 16:36;5,79%
29/12/2025 16:37;5,79%
29/12/2025 16:37;5,79%
29/12/2025 16:38;5,79%
29/12/2025 16:38;5,79%
;6%
