Time;Memory Usage
29/12/2025 16:01;6,39%
29/12/2025 16:01;6,39%
29/12/2025 16:02;6,60%
29/12/2025 16:02;6,62%
29/12/2025 16:03;6,61%
29/12/2025 16:03;6,60%
29/12/2025 16:04;6,63%
29/12/2025 16:04;6,61%
29/12/2025 16:05;6,63%
29/12/2025 16:05;6,65%
29/12/2025 16:06;6,67%
29/12/2025 16:06;6,67%
29/12/2025 16:07;6,67%
29/12/2025 16:07;6,68%
29/12/2025 16:08;6,67%
29/12/2025 16:08;6,67%
29/12/2025 16:09;6,68%
29/12/2025 16:09;6,70%
29/12/2025 16:10;6,68%
29/12/2025 16:10;6,70%
29/12/2025 16:11;6,70%
29/12/2025 16:11;6,67%
29/12/2025 16:12;6,65%
29/12/2025 16:12;6,68%
29/12/2025 16:13;6,67%
29/12/2025 16:13;6,66%
29/12/2025 16:14;6,69%
29/12/2025 16:14;6,67%
29/12/2025 16:15;6,66%
29/12/2025 16:15;6,68%
29/12/2025 16:16;6,70%
29/12/2025 16:16;6,67%
29/12/2025 16:17;6,69%
29/12/2025 16:17;6,70%
29/12/2025 16:18;6,69%
29/12/2025 16:18;6,68%
29/12/2025 16:19;6,66%
29/12/2025 16:19;6,67%
29/12/2025 16:20;6,62%
29/12/2025 16:20;6,65%
29/12/2025 16:21;6,64%
29/12/2025 16:21;6,66%
29/12/2025 16:22;6,66%
29/12/2025 16:22;6,68%
29/12/2025 16:23;6,68%
29/12/2025 16:23;6,69%
29/12/2025 16:24;6,67%
29/12/2025 16:24;6,66%
29/12/2025 16:25;6,67%
29/12/2025 16:25;6,65%
29/12/2025 16:26;6,64%
29/12/2025 16:26;6,69%
29/12/2025 16:27;6,69%
29/12/2025 16:27;6,69%
29/12/2025 16:28;6,70%
29/12/2025 16:28;6,69%
29/12/2025 16:29;6,68%
29/12/2025 16:29;6,74%
29/12/2025 16:30;6,72%
29/12/2025 16:30;6,74%
29/12/2025 16:31;6,73%
29/12/2025 16:31;6,73%
29/12/2025 16:32;6,72%
29/12/2025 16:32;6,72%
29/12/2025 16:33;6,72%
29/12/2025 16:33;6,72%
29/12/2025 16:34;6,72%
29/12/2025 16:34;6,71%
29/12/2025 16:35;6,67%
29/12/2025 16:35;6,66%
29/12/2025 16:36;6,69%
29/12/2025 16:36;6,68%
29/12/2025 16:37;6,67%
29/12/2025 16:37;6,68%
29/12/2025 16:38;6,67%
29/12/2025 16:38;6,67%
;6,67%
