Time;CPU Usage
15/12/2025 16:53;2,05%
15/12/2025 16:53;1,69%
15/12/2025 16:54;2,17%
15/12/2025 16:54;2,29%
15/12/2025 16:55;2,57%
15/12/2025 16:55;2,22%
15/12/2025 16:56;2,43%
15/12/2025 16:56;2,25%
15/12/2025 16:57;2,31%
15/12/2025 16:57;2,22%
15/12/2025 16:58;2,49%
15/12/2025 16:58;2,17%
15/12/2025 16:59;2,38%
15/12/2025 16:59;2,12%
15/12/2025 17:00;2,43%
15/12/2025 17:00;2,17%
15/12/2025 17:01;2,29%
15/12/2025 17:01;2,25%
15/12/2025 17:02;2,51%
15/12/2025 17:02;2,12%
15/12/2025 17:03;2,36%
15/12/2025 17:03;2,08%
15/12/2025 17:04;2,38%
15/12/2025 17:04;2,14%
15/12/2025 17:05;2,47%
15/12/2025 17:05;2,30%
15/12/2025 17:06;2,22%
15/12/2025 17:06;2,26%
15/12/2025 17:07;2,38%
15/12/2025 17:07;2,26%
15/12/2025 17:08;2,41%
15/12/2025 17:08;2,12%
15/12/2025 17:09;2,51%
15/12/2025 17:09;2,16%
15/12/2025 17:10;2,20%
15/12/2025 17:10;2,15%
15/12/2025 17:11;2,32%
15/12/2025 17:11;2,26%
15/12/2025 17:12;2,29%
15/12/2025 17:12;2,07%
15/12/2025 17:13;2,45%
15/12/2025 17:13;2,19%
15/12/2025 17:14;2,24%
15/12/2025 17:14;2,31%
15/12/2025 17:15;2,37%
15/12/2025 17:15;2,12%
15/12/2025 17:16;2,38%
15/12/2025 17:16;2,22%
15/12/2025 17:17;2,43%
15/12/2025 17:17;2,23%
15/12/2025 17:18;2,38%
15/12/2025 17:18;2,38%
15/12/2025 17:19;2,47%
15/12/2025 17:19;2,22%
15/12/2025 17:20;2,40%
15/12/2025 17:20;2,29%
15/12/2025 17:21;2,46%
15/12/2025 17:21;2,24%
15/12/2025 17:22;2,39%
15/12/2025 17:22;2,30%
15/12/2025 17:23;2,48%
15/12/2025 17:23;2,26%
15/12/2025 17:24;2,54%
15/12/2025 17:24;2,34%
15/12/2025 17:25;2,34%
15/12/2025 17:25;2,12%
15/12/2025 17:26;2,48%
15/12/2025 17:26;2,28%
15/12/2025 17:27;2,36%
15/12/2025 17:27;2,24%
15/12/2025 17:28;2,52%
15/12/2025 17:28;2,26%
15/12/2025 17:29;2,50%
15/12/2025 17:29;2,25%
15/12/2025 17:30;2,47%
15/12/2025 17:30;2,17%
15/12/2025 17:31;2,35%
15/12/2025 17:31;2,46%
15/12/2025 17:32;2,21%
15/12/2025 17:32;2,33%
15/12/2025 17:33;2,45%
15/12/2025 17:33;2,20%
15/12/2025 17:34;2,37%
15/12/2025 17:34;2,27%
15/12/2025 17:35;2,30%
15/12/2025 17:35;2,12%
15/12/2025 17:36;2,55%
15/12/2025 17:36;2,17%
15/12/2025 17:37;2,46%
15/12/2025 17:37;2,18%
15/12/2025 17:38;2,56%
15/12/2025 17:38;2,24%
15/12/2025 17:39;2,49%
15/12/2025 17:39;2,24%
15/12/2025 17:40;2,38%
15/12/2025 17:40;2,29%
15/12/2025 17:41;2,39%
15/12/2025 17:41;2,19%
15/12/2025 17:42;2,31%
15/12/2025 17:42;2,22%
15/12/2025 17:43;2,42%
15/12/2025 17:43;2,27%
15/12/2025 17:44;2,26%
15/12/2025 17:44;2,25%
;2,30%
