Time;Memory Usage
15/12/2025 16:53;8,74%
15/12/2025 16:53;8,75%
15/12/2025 16:54;9,06%
15/12/2025 16:54;9,35%
15/12/2025 16:55;9,59%
15/12/2025 16:55;9,60%
15/12/2025 16:56;9,61%
15/12/2025 16:56;9,62%
15/12/2025 16:57;9,64%
15/12/2025 16:57;9,63%
15/12/2025 16:58;9,66%
15/12/2025 16:58;9,68%
15/12/2025 16:59;9,65%
15/12/2025 16:59;9,65%
15/12/2025 17:00;9,68%
15/12/2025 17:00;9,68%
15/12/2025 17:01;9,70%
15/12/2025 17:01;9,69%
15/12/2025 17:02;9,68%
15/12/2025 17:02;9,68%
15/12/2025 17:03;9,69%
15/12/2025 17:03;9,70%
15/12/2025 17:04;9,70%
15/12/2025 17:04;9,73%
15/12/2025 17:05;9,70%
15/12/2025 17:05;9,69%
15/12/2025 17:06;9,69%
15/12/2025 17:06;9,70%
15/12/2025 17:07;9,66%
15/12/2025 17:07;9,67%
15/12/2025 17:08;9,69%
15/12/2025 17:08;9,71%
15/12/2025 17:09;9,69%
15/12/2025 17:09;9,69%
15/12/2025 17:10;9,70%
15/12/2025 17:10;9,68%
15/12/2025 17:11;9,72%
15/12/2025 17:11;9,69%
15/12/2025 17:12;9,72%
15/12/2025 17:12;9,72%
15/12/2025 17:13;9,74%
15/12/2025 17:13;9,75%
15/12/2025 17:14;9,75%
15/12/2025 17:14;9,76%
15/12/2025 17:15;9,75%
15/12/2025 17:15;9,75%
15/12/2025 17:16;9,72%
15/12/2025 17:16;9,75%
15/12/2025 17:17;9,78%
15/12/2025 17:17;9,75%
15/12/2025 17:18;9,80%
15/12/2025 17:18;9,82%
15/12/2025 17:19;9,76%
15/12/2025 17:19;9,76%
15/12/2025 17:20;9,75%
15/12/2025 17:20;9,72%
15/12/2025 17:21;9,76%
15/12/2025 17:21;9,77%
15/12/2025 17:22;9,77%
15/12/2025 17:22;9,76%
15/12/2025 17:23;9,77%
15/12/2025 17:23;9,78%
15/12/2025 17:24;9,78%
15/12/2025 17:24;9,80%
15/12/2025 17:25;9,80%
15/12/2025 17:25;9,78%
15/12/2025 17:26;9,79%
15/12/2025 17:26;9,80%
15/12/2025 17:27;9,77%
15/12/2025 17:27;9,75%
15/12/2025 17:28;9,79%
15/12/2025 17:28;9,76%
15/12/2025 17:29;9,76%
15/12/2025 17:29;9,77%
15/12/2025 17:30;9,76%
15/12/2025 17:30;9,75%
15/12/2025 17:31;9,76%
15/12/2025 17:31;9,74%
15/12/2025 17:32;9,76%
15/12/2025 17:32;9,75%
15/12/2025 17:33;9,75%
15/12/2025 17:33;9,75%
15/12/2025 17:34;9,73%
15/12/2025 17:34;9,73%
15/12/2025 17:35;9,74%
15/12/2025 17:35;9,75%
15/12/2025 17:36;9,75%
15/12/2025 17:36;9,76%
15/12/2025 17:37;9,79%
15/12/2025 17:37;9,78%
15/12/2025 17:38;9,79%
15/12/2025 17:38;9,78%
15/12/2025 17:39;9,78%
15/12/2025 17:39;9,78%
15/12/2025 17:40;9,81%
15/12/2025 17:40;9,77%
15/12/2025 17:41;9,76%
15/12/2025 17:41;9,78%
15/12/2025 17:42;9,78%
15/12/2025 17:42;9,77%
15/12/2025 17:43;9,78%
15/12/2025 17:43;9,78%
15/12/2025 17:44;9,80%
15/12/2025 17:44;9,79%
;9,71%
