Time;Memory Usage
17/12/2025 16:23;8,24%
17/12/2025 16:23;8,23%
17/12/2025 16:24;9,14%
17/12/2025 16:24;9,17%
17/12/2025 16:25;9,20%
17/12/2025 16:25;9,22%
17/12/2025 16:26;9,21%
17/12/2025 16:26;9,23%
17/12/2025 16:27;9,28%
17/12/2025 16:27;9,34%
17/12/2025 16:28;9,31%
17/12/2025 16:28;9,34%
17/12/2025 16:29;9,35%
17/12/2025 16:29;9,37%
17/12/2025 16:30;9,42%
17/12/2025 16:30;9,36%
17/12/2025 16:31;9,40%
17/12/2025 16:31;9,43%
17/12/2025 16:32;9,42%
17/12/2025 16:32;9,40%
17/12/2025 16:33;9,38%
17/12/2025 16:33;9,38%
17/12/2025 16:34;9,40%
17/12/2025 16:34;9,40%
17/12/2025 16:35;9,37%
17/12/2025 16:35;9,37%
17/12/2025 16:36;9,41%
17/12/2025 16:36;9,43%
17/12/2025 16:37;9,42%
17/12/2025 16:37;9,46%
17/12/2025 16:38;9,44%
17/12/2025 16:38;9,46%
17/12/2025 16:39;9,51%
17/12/2025 16:39;9,49%
17/12/2025 16:40;9,50%
17/12/2025 16:40;9,50%
17/12/2025 16:41;9,48%
17/12/2025 16:41;9,48%
17/12/2025 16:42;9,50%
17/12/2025 16:42;9,46%
17/12/2025 16:43;9,45%
17/12/2025 16:43;9,44%
17/12/2025 16:44;9,45%
17/12/2025 16:44;9,46%
17/12/2025 16:45;9,48%
17/12/2025 16:45;9,47%
17/12/2025 16:46;9,54%
17/12/2025 16:46;9,52%
17/12/2025 16:47;9,51%
17/12/2025 16:47;9,51%
17/12/2025 16:48;9,53%
17/12/2025 16:48;9,50%
17/12/2025 16:49;9,51%
17/12/2025 16:49;9,52%
17/12/2025 16:50;9,52%
17/12/2025 16:50;9,49%
17/12/2025 16:51;9,48%
17/12/2025 16:51;9,49%
17/12/2025 16:52;9,52%
17/12/2025 16:52;9,56%
17/12/2025 16:53;9,58%
17/12/2025 16:53;9,59%
17/12/2025 16:54;9,53%
17/12/2025 16:54;9,55%
17/12/2025 16:55;9,56%
17/12/2025 16:55;9,57%
17/12/2025 16:56;9,54%
17/12/2025 16:56;9,55%
17/12/2025 16:57;9,57%
17/12/2025 16:57;9,57%
17/12/2025 16:58;9,55%
17/12/2025 16:58;9,54%
17/12/2025 16:59;9,53%
17/12/2025 16:59;9,53%
17/12/2025 17:00;9,55%
17/12/2025 17:00;9,55%
17/12/2025 17:01;9,57%
17/12/2025 17:01;9,58%
17/12/2025 17:02;9,58%
17/12/2025 17:02;9,54%
17/12/2025 17:03;9,58%
17/12/2025 17:03;9,54%
17/12/2025 17:04;9,55%
17/12/2025 17:04;9,53%
17/12/2025 17:05;9,56%
17/12/2025 17:05;9,59%
17/12/2025 17:06;9,59%
17/12/2025 17:06;9,57%
17/12/2025 17:07;9,57%
17/12/2025 17:07;9,58%
17/12/2025 17:08;9,61%
17/12/2025 17:08;9,61%
17/12/2025 17:09;9,64%
17/12/2025 17:09;9,61%
17/12/2025 17:10;9,59%
17/12/2025 17:10;9,60%
17/12/2025 17:11;9,60%
17/12/2025 17:11;9,59%
17/12/2025 17:12;9,64%
17/12/2025 17:12;9,61%
17/12/2025 17:13;9,62%
17/12/2025 17:13;9,61%
17/12/2025 17:14;9,59%
17/12/2025 17:14;9,60%
17/12/2025 17:15;9,59%
17/12/2025 17:15;9,58%
17/12/2025 17:16;9,59%
17/12/2025 17:16;9,58%
17/12/2025 17:17;9,60%
17/12/2025 17:17;9,60%
17/12/2025 17:18;9,63%
17/12/2025 17:18;9,61%
17/12/2025 17:19;9,59%
17/12/2025 17:19;9,64%
17/12/2025 17:20;9,61%
17/12/2025 17:20;9,61%
17/12/2025 17:21;9,58%
17/12/2025 17:21;9,58%
17/12/2025 17:22;9,61%
17/12/2025 17:22;9,60%
;9,48%
