Time;CPU Usage
17/12/2025 16:23;1,74%
17/12/2025 16:23;1,50%
17/12/2025 16:24;3,74%
17/12/2025 16:24;5,44%
17/12/2025 16:25;5,27%
17/12/2025 16:25;5,30%
17/12/2025 16:26;5,33%
17/12/2025 16:26;5,12%
17/12/2025 16:27;5,23%
17/12/2025 16:27;5,49%
17/12/2025 16:28;5,41%
17/12/2025 16:28;5,17%
17/12/2025 16:29;5,32%
17/12/2025 16:29;5,36%
17/12/2025 16:30;6,63%
17/12/2025 16:30;6,23%
17/12/2025 16:31;6,92%
17/12/2025 16:31;6,82%
17/12/2025 16:32;6,38%
17/12/2025 16:32;5,30%
17/12/2025 16:33;5,77%
17/12/2025 16:33;6,18%
17/12/2025 16:34;6,56%
17/12/2025 16:34;6,21%
17/12/2025 16:35;6,25%
17/12/2025 16:35;5,70%
17/12/2025 16:36;5,99%
17/12/2025 16:36;5,57%
17/12/2025 16:37;6,26%
17/12/2025 16:37;6,25%
17/12/2025 16:38;6,35%
17/12/2025 16:38;6,25%
17/12/2025 16:39;6,20%
17/12/2025 16:39;5,74%
17/12/2025 16:40;5,99%
17/12/2025 16:40;6,25%
17/12/2025 16:41;6,20%
17/12/2025 16:41;6,35%
17/12/2025 16:42;6,32%
17/12/2025 16:42;6,00%
17/12/2025 16:43;5,62%
17/12/2025 16:43;5,98%
17/12/2025 16:44;6,27%
17/12/2025 16:44;6,83%
17/12/2025 16:45;6,44%
17/12/2025 16:45;6,19%
17/12/2025 16:46;6,01%
17/12/2025 16:46;5,81%
17/12/2025 16:47;6,50%
17/12/2025 16:47;6,47%
17/12/2025 16:48;6,76%
17/12/2025 16:48;6,34%
17/12/2025 16:49;6,06%
17/12/2025 16:49;5,93%
17/12/2025 16:50;6,15%
17/12/2025 16:50;6,24%
17/12/2025 16:51;6,41%
17/12/2025 16:51;6,48%
17/12/2025 16:52;6,50%
17/12/2025 16:52;6,27%
17/12/2025 16:53;5,69%
17/12/2025 16:53;6,18%
17/12/2025 16:54;5,97%
17/12/2025 16:54;6,15%
17/12/2025 16:55;6,18%
17/12/2025 16:55;6,15%
17/12/2025 16:56;6,55%
17/12/2025 16:56;5,83%
17/12/2025 16:57;5,81%
17/12/2025 16:57;5,91%
17/12/2025 16:58;6,31%
17/12/2025 16:58;6,21%
17/12/2025 16:59;6,29%
17/12/2025 16:59;6,16%
17/12/2025 17:00;6,42%
17/12/2025 17:00;5,76%
17/12/2025 17:01;5,56%
17/12/2025 17:01;6,16%
17/12/2025 17:02;6,51%
17/12/2025 17:02;6,17%
17/12/2025 17:03;6,39%
17/12/2025 17:03;5,91%
17/12/2025 17:04;5,14%
17/12/2025 17:04;5,75%
17/12/2025 17:05;6,16%
17/12/2025 17:05;6,39%
17/12/2025 17:06;6,43%
17/12/2025 17:06;6,07%
17/12/2025 17:07;6,08%
17/12/2025 17:07;5,37%
17/12/2025 17:08;6,08%
17/12/2025 17:08;6,21%
17/12/2025 17:09;6,29%
17/12/2025 17:09;6,13%
17/12/2025 17:10;6,40%
17/12/2025 17:10;5,82%
17/12/2025 17:11;5,75%
17/12/2025 17:11;5,85%
17/12/2025 17:12;6,28%
17/12/2025 17:12;6,27%
17/12/2025 17:13;6,34%
17/12/2025 17:13;5,94%
17/12/2025 17:14;5,65%
17/12/2025 17:14;5,03%
17/12/2025 17:15;5,95%
17/12/2025 17:15;5,52%
17/12/2025 17:16;5,45%
17/12/2025 17:16;4,86%
17/12/2025 17:17;4,86%
17/12/2025 17:17;3,93%
17/12/2025 17:18;3,87%
17/12/2025 17:18;4,00%
17/12/2025 17:19;4,30%
17/12/2025 17:19;4,00%
17/12/2025 17:20;4,97%
17/12/2025 17:20;4,66%
17/12/2025 17:21;4,51%
17/12/2025 17:21;3,84%
17/12/2025 17:22;3,94%
17/12/2025 17:22;3,54%
;5,74%
